DATE,PERMITTED_ACRES,COMPLETED_ACRES,BURN_NAME,BURNTYPE_REPORTED,ENTITY_REQUESTING,LAT_PERMIT,LON_PERMIT,LEGAL_DESCRIP,TONS,BURN_STATUS
2010-11-22,NA,25,N. Zone Pres. Fire Piles-Hartley Compartment Unit 12A FY2011,Unknown,Retired or Moved On,37.803,-119.056,NA,NA,Complete
2010-11-23,NA,0,Antelope 2A,Unknown,Retired or Moved On,37.715,-118.881,NA,NA,Incomplete
2010-11-30,NA,13,N. Zone Pres. Fire Piles-Hartley Compartment Unit 12A FY2011,Unknown,Retired or Moved On,37.803,-119.056,NA,NA,Complete
2010-11-30,NA,50,Antelope 2A,Unknown,Retired or Moved On,37.715,-118.881,NA,NA,Complete
2010-12-01,NA,100,Antelope 2A,Unknown,Retired or Moved On,37.715,-118.881,NA,NA,Complete
2010-12-02,NA,58,Rust Timber Compartment 14A,Unknown,Retired or Moved On,37.824,-118.918,NA,NA,Complete
2010-12-02,NA,140,Antelope 2A,Unknown,Retired or Moved On,37.715,-118.881,NA,NA,Complete
2010-12-02,NA,26,Rust Timber Compartment Unit 15B,Unknown,Retired or Moved On,37.824,-118.918,NA,NA,Complete
2010-12-02,NA,20,Rust Timber Compartment Unit 9A,Unknown,Retired or Moved On,37.824,-118.918,NA,NA,Complete
2010-12-03,NA,177,Antelope 2A,Unknown,Retired or Moved On,37.715,-118.881,NA,NA,Complete
2010-12-03,NA,39,Rust Timber Compartment Unit 22C,Unknown,Retired or Moved On,37.824,-118.918,NA,NA,Complete
2010-12-03,NA,106,Rust Timber Compartment Unit 20A,Unknown,Retired or Moved On,37.824,-118.918,NA,NA,Complete
2010-12-04,NA,80,Rust Timber Compartment Unit 18B,Unknown,Retired or Moved On,37.824,-118.918,NA,NA,Complete
2010-12-07,NA,4,Airport Road North - Hwy 89 West,Unknown,Bureau of Land Management,38.728,-119.789,NA,NA,Complete
2010-12-08,NA,4,Airport Road North - Hwy 89 West,Unknown,Bureau of Land Management,38.728,-119.789,NA,NA,Complete
2010-12-09,NA,0,Lookout Piles Unit 9A,Unknown,Retired or Moved On,37.735,-118.916,NA,NA,Incomplete
2010-12-09,NA,0,7E,Unknown,Retired or Moved On,37.735,-118.916,NA,NA,Incomplete
2010-12-13,NA,0,Pendola Unit # 2,Unknown,US Forest Service,39.49,-121.079,NA,NA,Incomplete
2010-12-13,NA,0,Pendola Unit # 6,Unknown,US Forest Service,39.487,-121.081,NA,NA,Incomplete
2011-01-01,NA,0,Bobwhite Handthin 14-16,Unknown,US Forest Service,39.03,-120.127,NA,NA,Incomplete
2011-01-22,NA,168,SV Unit 3,Unknown,Retired or Moved On,38.608,-119.592,NA,NA,Complete
2011-01-22,NA,52,SV Unit 4,Unknown,Retired or Moved On,38.608,-119.592,NA,NA,Complete
2011-02-15,NA,73,Fish Slough FY2011,Unknown,Retired or Moved On,37.471,-118.383,NA,NA,Complete
2011-03-04,NA,144,SV Unit 1,Unknown,Retired or Moved On,38.608,-119.592,NA,NA,Complete
2011-03-03,NA,121,SV Unit 2,Unknown,Retired or Moved On,38.608,-119.592,NA,NA,Complete
2011-03-03,NA,7,Airport Road North - Hwy 89 West,Unknown,Bureau of Land Management,38.728,-119.789,NA,NA,Complete
2011-04-06,NA,0,Butte,Unknown,Sierra Pacific Industries,39.885,-121.61,NA,NA,Incomplete
2011-05-04,NA,17,Markleevillage Understory,Unknown,US Forest Service,0,0,UNK,NA,Complete
2011-05-24,NA,270,Walker Unit,Unknown,US Fish and Wildlife Services,37.304,-120.931,NA,NA,Complete
2011-05-20,NA,10,Markleevillage Understory,Unknown,US Forest Service,0,0,UNK,NA,Complete
2011-05-24,NA,0,Golden Service Contract 999,Unknown,US Forest Service,39.433,-121.144,NA,NA,Incomplete
2011-05-24,NA,0,Golden Service Contract 999,Unknown,US Forest Service,39.433,-121.144,NA,NA,Incomplete
2011-05-24,NA,0,Golden Service Contract 999,Unknown,US Forest Service,39.433,-121.144,NA,NA,Incomplete
2011-05-26,NA,872,Windmill,Unknown,US Fish and Wildlife Services,37.233,-120.804,NA,NA,Complete
2011-05-31,NA,0,LLNL Site 300,Unknown,US Department of Energy,37.653,-121.515,NA,NA,Incomplete
2011-05-31,NA,0,LLNL Site 300,Unknown,US Department of Energy,37.653,-121.515,NA,NA,Incomplete
2011-06-02,NA,0,LLNL Site 300,Unknown,US Department of Energy,37.653,-121.515,NA,NA,Incomplete
2011-06-09,NA,0,LLNL Site 300,Unknown,US Department of Energy,37.653,-121.515,NA,NA,Incomplete
2011-06-15,NA,0,Azalea,Unknown,US Department of Energy,37.135,-119.246,NA,NA,Incomplete
2011-06-20,NA,0,Azalea,Unknown,US Department of Energy,37.135,-119.246,NA,NA,Incomplete
2011-06-23,NA,0,Unit 7,Unknown,US Forest Service,38.22,-119.977,NA,NA,Incomplete
2011-06-24,NA,0,Unit 7,Unknown,US Forest Service,38.22,-119.977,NA,NA,Incomplete
2011-06-25,NA,0,Hole-in-the-Wall,Unknown,National Park Service,36.787,-118.621,NA,NA,Incomplete
2011-06-27,NA,0,Ash Mountain,Unknown,National Park Service,36.487,-118.842,NA,NA,Incomplete
2011-06-29,NA,0,Ash Mountain,Unknown,National Park Service,36.487,-118.842,NA,NA,Incomplete
2011-06-29,NA,0,Azalea,Unknown,National Park Service,37.135,-119.246,NA,NA,Incomplete
2011-07-10,NA,0,Redwood Mountain,Unknown,National Park Service,36.692,-118.917,NA,NA,Incomplete
2011-07-11,NA,0,Redwood Mountain,Unknown,National Park Service,36.692,-118.917,NA,NA,Incomplete
2011-07-12,NA,0,Redwood Mountain,Unknown,National Park Service,36.692,-118.917,NA,NA,Incomplete
2011-07-12,NA,0,Mendota,Unknown,California Department of Fish and Wildlife,36.681,-120.344,NA,NA,Incomplete
2011-07-13,NA,0,Redwood Mountain,Unknown,National Park Service,36.692,-118.917,NA,NA,Incomplete
2011-08-30,85,0,Ward 22,Hand Pile,US Forest Service,39.131,-120.181,NA,NA,Incomplete
2011-08-30,85,0,Ward 22,Hand Pile,US Forest Service,39.131,-120.181,NA,NA,Incomplete
2011-09-25,NA,0,Swale East 1 & 2,Unknown,National Park Service,36.74,-118.972,NA,NA,Incomplete
2011-10-01,NA,0,Huckleberry,Unknown,National Park Service,36.555,-118.76,NA,NA,Incomplete
2011-10-01,NA,0,Grouse VMP,Unknown,Cal Fire,36.353,-118.825,NA,NA,Incomplete
2011-10-02,NA,0,Huckleberry,Unknown,National Park Service,36.555,-118.76,NA,NA,Incomplete
2011-10-02,NA,0,Tornado Unit 1 Understory,Unknown,US Forest Service,36.807,-118.915,NA,NA,Incomplete
2011-10-03,NA,0,Angora HT 8,Unknown,US Forest Service,38.895,-120.041,NA,NA,Incomplete
2011-10-03,NA,0,Angora 16,Unknown,US Forest Service,38.887,-120.052,NA,NA,Incomplete
2011-09-03,NA,10,Bear Creek,Unknown,US Forest Service,37.93,-119.2,NA,NA,Complete
2011-10-03,40,0,Angora 16,Hand Pile,US Forest Service,38.887,-120.052,NA,NA,Incomplete
2011-10-03,41,0,Angora HT 8,Hand Pile,US Forest Service,38.895,-120.041,NA,NA,Incomplete
2011-10-03,29,0,Angora HT 6,Hand Pile,US Forest Service,38.887,-120.052,NA,NA,Incomplete
2011-10-03,NA,0,Angora HT 6,Unknown,US Forest Service,38.887,-120.052,NA,NA,Incomplete
2011-10-04,29,0,Angora HT 6,Hand Pile,US Forest Service,38.887,-120.052,NA,NA,Incomplete
2011-10-05,40,0,Angora 16,Hand Pile,US Forest Service,38.887,-120.052,NA,NA,Incomplete
2011-10-05,29,0,Angora HT 6,Hand Pile,US Forest Service,38.887,-120.052,NA,NA,Incomplete
2011-10-05,41,0,Angora HT 8,Hand Pile,US Forest Service,38.895,-120.041,NA,NA,Incomplete
2011-10-05,40,0,Angora 16,Hand Pile,US Forest Service,38.887,-120.052,NA,NA,Incomplete
2011-10-05,NA,0,Wilder Grasslands Prescribed Burn,Unknown,California State Parks,36.999,-122.09,NA,NA,Incomplete
2011-10-05,1,0,Emerald Bay South 5-2 ABC,Hand Pile,US Forest Service,38.946,-120.098,NA,NA,Incomplete
2011-10-05,20,0,Emerald Bay South 5-5A,Hand Pile,US Forest Service,38.945,-120.102,NA,NA,Incomplete
2011-10-05,41,0,Angora HT 8,Hand Pile,US Forest Service,38.895,-120.041,NA,NA,Incomplete
2011-10-05,4,0,Emerald Bay South 5-5B,Hand Pile,US Forest Service,38.944,-120.098,NA,NA,Incomplete
2011-10-06,41,0,Angora HT 8,Hand Pile,US Forest Service,38.895,-120.041,NA,NA,Incomplete
2011-10-12,NA,10,Point Lobos,Unknown,Cal Fire,36.514,-121.942,NA,NA,Complete
2011-10-12,NA,2,Point Lobos Brush,Unknown,Cal Fire,36.513,-121.943,NA,NA,Complete
2011-10-14,38,38,Unit 1,Broadcast,US Forest Service,39.152,-120.767,NA,NA,Complete
2011-10-18,NA,0,Barnes south 2,Unknown,US Forest Service,36.988,-119.22,NA,NA,Incomplete
2011-10-18,NA,0,Unit 1 and 2,Unknown,US Forest Service,37.225,-119.363,NA,NA,Incomplete
2011-10-18,NA,2,Bear Valley,Unknown,US Forest Service,38.472,-120.047,NA,NA,Complete
2011-10-19,NA,97,42C Corsair,Unknown,Retired or Moved On,37.854,-118.876,NA,NA,Complete
2011-10-19,NA,0,Bloods Ridge,Unknown,US Forest Service,38.462,-120.053,NA,NA,Incomplete
2011-10-19,NA,42,42B Corsair,Unknown,Retired or Moved On,37.854,-118.876,NA,NA,Complete
2011-10-19,NA,11,17B Corsair,Unknown,Retired or Moved On,37.854,-118.876,NA,NA,Complete
2011-10-19,NA,6,17A Corsair,Unknown,Retired or Moved On,37.854,-118.876,NA,NA,Complete
2011-10-19,2,0,Ward HT 20-16,Hand Pile,US Forest Service,39.164,-120.165,NA,NA,Incomplete
2011-10-20,81,81,Unit 3,Broadcast,US Forest Service,39.105,-120.578,NA,NA,Complete
2011-10-20,NA,101,Crestview Compartment - 39B,Unknown,Retired or Moved On,37.866,-119.037,NA,NA,Complete
2011-10-27,NA,0,Barnes south 2,Unknown,US Forest Service,36.988,-119.22,NA,NA,Incomplete
2011-10-28,NA,0,Barnes south 2,Unknown,US Forest Service,36.988,-119.22,NA,NA,Incomplete
2011-10-29,NA,0,Barnes south 2,Unknown,US Forest Service,36.988,-119.22,NA,NA,Incomplete
2011-10-29,NA,0,Nature Trail,Unknown,National Park Service,36.786,-118.642,NA,NA,Incomplete
2011-10-30,NA,0,Nature Trail,Unknown,National Park Service,36.786,-118.642,NA,NA,Incomplete
2011-10-30,NA,0,Barnes south 2,Unknown,US Forest Service,36.988,-119.22,NA,NA,Incomplete
2011-10-31,54,54,Unit 4,Broadcast,US Forest Service,39.101,-120.574,NA,NA,Complete
2011-11-02,NA,0,SPI H Line,Unknown,Cal Fire,40.049,-121.69,NA,NA,Incomplete
2011-11-08,NA,0,Hi-Lo,Unknown,Sierra Pacific Industries,39.604,-121.193,NA,NA,Incomplete
2011-11-08,NA,0,Gap,Unknown,Sierra Pacific Industries,39.6,-121.171,NA,NA,Incomplete
2011-11-09,NA,0,Breakneck Burn,Unknown,Sierra Pacific Industries,39.927,-121.487,NA,NA,Incomplete
2011-11-09,NA,0,Bull,Unknown,Sierra Pacific Industries,40.009,-121.555,NA,NA,Incomplete
2011-11-09,NA,0,T Line,Unknown,Sierra Pacific Industries,39.969,-121.476,NA,NA,Incomplete
2011-11-09,NA,0,Bug,Unknown,Sierra Pacific Industries,39.953,-121.574,NA,NA,Incomplete
2011-11-09,2,0,Tahoe Heights,Hand Pile,US Forest Service,39.141,-120.166,NA,NA,Incomplete
2011-11-10,NA,0,Breakneck Burn,Unknown,Sierra Pacific Industries,39.927,-121.487,NA,NA,Incomplete
2011-11-10,NA,0,Breakneck Burn,Unknown,Sierra Pacific Industries,39.927,-121.487,NA,NA,Incomplete
2011-11-10,NA,0,Breakneck Burn,Unknown,Sierra Pacific Industries,39.927,-121.487,NA,NA,Incomplete
2011-11-11,NA,0,Mountain Star,Unknown,US Forest Service,39.426,-121.187,NA,NA,Incomplete
2011-11-14,NA,10,Ponderosa Service Contract Unit 76,Unknown,US Forest Service,39.56,-121.266,NA,NA,Complete
2011-11-14,3,0,Talmont II/Tahoe Park Heights,Hand Pile,California State Parks,39.144,-120.163,NA,NA,Incomplete
2011-11-14,1,0,Granlibakken ULM,Hand Pile,US Forest Service,39.155,-120.153,NA,NA,Incomplete
2011-11-15,NA,33,Ponderosa Service Contract Unit 76,Unknown,US Forest Service,39.56,-121.266,NA,NA,Complete
2011-11-15,5,5,Barts Valley,Machine Pile,Sierra Pacific Industries,38.037,-120.378,NA,NA,Complete
2011-11-15,17,17,Blackfire,Machine Pile,Sierra Pacific Industries,39.004,-120.671,NA,NA,Complete
2011-11-15,5,0,Timberland,Hand Pile,US Forest Service,39.124,-120.164,NA,NA,Incomplete
2011-11-15,NA,0,Midfall,Unknown,Sierra Pacific Industries,39.657,-121.179,NA,NA,Incomplete
2011-11-12,NA,5,Whitney Portal Project Piles,Unknown,Retired or Moved On,0,0,UNK,NA,Complete
2011-11-15,NA,5,Scotts Green Fuelwood,Unknown,US Forest Service,38.769,-119.942,NA,NA,Complete
2011-11-16,NA,0,Angelus Oaks,Unknown,US Forest Service,34.147,-116.983,NA,NA,Incomplete
2011-11-16,NA,0,Gap,Unknown,Sierra Pacific Industries,39.6,-121.171,NA,NA,Incomplete
2011-11-16,NA,0,Breakneck Burn,Unknown,Sierra Pacific Industries,39.927,-121.487,NA,NA,Incomplete
2011-11-16,NA,2,Scotts Green Fuelwood,Unknown,US Forest Service,38.769,-119.942,NA,NA,Complete
2011-11-16,NA,0,Breakneck Burn,Unknown,Sierra Pacific Industries,39.927,-121.487,NA,NA,Incomplete
2011-11-17,10,0,Nevada Point East,Machine Pile,Mason Bruce & Girard Inc,39.02,-120.457,NA,NA,Incomplete
2011-11-17,44,0,Desert Cold Springs,Machine Pile,Mason Bruce & Girard Inc,39.011,-120.474,NA,NA,Incomplete
2011-11-17,44,0,Desert Cold Springs,Machine Pile,Mason Bruce & Girard Inc,39.011,-120.474,NA,NA,Incomplete
2011-11-17,10,0,Nevada Point East,Machine Pile,Mason Bruce & Girard Inc,39.02,-120.457,NA,NA,Incomplete
2011-11-18,25,1,End of the World A18,Hand Pile,US Forest Service,39.043,-120.562,NA,NA,Complete
2011-11-18,25,1,End of the World A18,Hand Pile,US Forest Service,39.043,-120.562,NA,NA,Complete
2011-11-18,40,0,Nevada Point East,Machine Pile,Mason Bruce & Girard Inc,39.02,-120.457,NA,NA,Incomplete
2011-11-19,22,0,Pine tree,Machine Pile,Mason Bruce & Girard Inc,38.988,-120.615,NA,NA,Incomplete
2011-11-19,27,0,Big Crater,Machine Pile,Mason Bruce & Girard Inc,39.03,-120.543,NA,NA,Incomplete
2011-11-20,3,0,Talmont II/Tahoe Park Heights,Hand Pile,California State Parks,39.144,-120.163,NA,NA,Incomplete
2011-11-20,1,0,Black Point Fire Emergency Notice,Machine Pile,Mason Bruce & Girard Inc,39.03,-120.543,NA,NA,Incomplete
2011-11-20,15,0,Goggins,Machine Pile,Mason Bruce & Girard Inc,39.039,-120.511,NA,NA,Incomplete
2011-11-21,25,5,End of the World A18,Hand Pile,US Forest Service,39.043,-120.562,NA,NA,Complete
2011-11-22,NA,0,Unit 1,Unknown,US Forest Service,39.564,-121.107,NA,NA,Incomplete
2011-11-22,NA,0,Fountain burn 2011,Unknown,US Forest Service,39.415,-121.203,NA,NA,Incomplete
2011-11-22,NA,0,Summit burn 2011,Unknown,US Forest Service,39.397,-121.159,NA,NA,Incomplete
2011-12-06,5,4,Talmont II/Tahoe Park Heights,Hand Pile,California State Parks,39.144,-120.163,NA,NA,Complete
2011-12-07,5,1,Talmont II/Tahoe Park Heights,Hand Pile,California State Parks,39.144,-120.163,NA,NA,Complete
2011-12-15,4,3,Seed Orchard,Hand Pile,US Forest Service,39.089,-120.733,NA,NA,Complete
2011-12-20,0.5,0,Bunker ULM,Hand Pile,US Forest Service,39.172,-120.148,NA,NA,Incomplete
2012-01-14,60,60,SMP not found,UNK,Individual,40.9,-121.88,NA,NA,Complete
2012-01-14,60,60,SMP not found,UNK,Individual,40.9,-121.88,NA,NA,Complete
2012-01-14,60,60,SMP not found,UNK,Individual,40.989,-122.506,NA,NA,Complete
2012-01-14,61,61,SMP not found,UNK,Individual,40.695,-121.9,NA,NA,Complete
2012-01-17,NA,121,9A,Broadcast,US Forest Service,37.78,-118.983,NA,NA,Complete
2012-01-18,NA,21,Ponderos Service Contract Unit 77a,Hand Pile,US Forest Service,39.571,-121.272,NA,NA,Complete
2012-01-18,100,100,SMP not found,UNK,US Forest Service,39.101,-120.574,NA,NA,Complete
2012-01-19,NA,0.5,Forks,Broadcast,Sierra Pacific Industries,39.91,-121.609,NA,NA,Complete
2012-01-19,NA,40,Ponderos Service Contract Unit 77a,Hand Pile,US Forest Service,39.571,-121.272,NA,NA,Complete
2012-01-19,NA,57,Butte,Machine Pile,Sierra Pacific Industries,39.885,-121.61,NA,NA,Complete
2012-01-20,44,20,SMP not found,UNK,US Forest Service,39.179,-120.658,NA,NA,Complete
2012-01-23,NA,4,South Inyo Piles,UNK,US Forest Service,36.587,-118.246,NA,NA,Complete
2012-01-23,12,12,SMP not found,UNK,US Forest Service,39.179,-120.658,NA,NA,Complete
2012-01-24,5,2,Talmont II/Tahoe Park Heights,Hand Pile,California State Parks,39.144,-120.163,NA,NA,Complete
2012-01-24,10,2,SMP not found,UNK,US Forest Service,39.043,-120.562,NA,NA,Complete
2012-01-25,5,2,Talmont II/Tahoe Park Heights,Hand Pile,California State Parks,39.144,-120.163,NA,NA,Complete
2012-01-26,NA,5,Whitney Portal Project Piles,Hand Pile,US Forest Service,0,0,T 15 S. R 34 E. SEC. 35 AND 36,NA,Complete
2012-01-26,5,2,Talmont II/Tahoe Park Heights,Hand Pile,California State Parks,39.144,-120.163,NA,NA,Complete
2012-01-27,NA,6,SMP not found,UNK,Bureau of Land Management,38.727,-119.788,NA,NA,Complete
2012-01-27,NA,20,Whitney Portal Project Piles,Hand Pile,US Forest Service,0,0,T 15 S. R 34 E. SEC. 35 AND 36,NA,Complete
2012-01-30,NA,19,Whitney Portal Project Piles,Hand Pile,US Forest Service,0,0,T 15 S. R 34 E. SEC. 35 AND 36,NA,Complete
2012-01-30,NA,27,AC South Unit,Hand Pile,US Forest Service,38.275,-119.106,NA,NA,Complete
2012-01-30,NA,71,Fulstone Meadow Unit,Hand Pile,US Forest Service,38.267,-119.116,NA,NA,Complete
2012-01-30,NA,189,Geiger Draws Unit,Hand Pile,US Forest Service,38.278,-119.111,NA,NA,Complete
2012-01-30,NA,195,Lower Summers West Unit,Hand Pile,US Forest Service,38.182,-119.223,NA,NA,Complete
2012-01-30,3,1,Talmont II/Tahoe Park Heights,Hand Pile,California State Parks,39.144,-120.163,NA,NA,Complete
2012-01-30,10,1,SMP not found,UNK,US Forest Service,39.043,-120.562,NA,NA,Complete
2012-01-31,NA,2,Mill Canyon Pile Burn,Hand Pile,US Forest Service,38.437,-119.486,NA,NA,Complete
2012-01-31,NA,10,27F,Hand Pile,US Forest Service,37.707,-118.914,NA,NA,Complete
2012-01-31,NA,402,Lower Summers East Unit,Hand Pile,US Forest Service,38.169,-119.208,NA,NA,Complete
2012-01-31,2,2,Talmont II/Tahoe Park Heights,Hand Pile,California State Parks,39.144,-120.163,NA,NA,Complete
2012-02-01,NA,5,Whitney Portal Project Piles,Hand Pile,US Forest Service,0,0,T 15 S. R 34 E. SEC. 35 AND 36,NA,Complete
2012-02-01,NA,8.3,Mill Canyon Pile Burn,Hand Pile,US Forest Service,38.437,-119.486,NA,NA,Complete
2012-02-01,NA,26,Lookout Unit 11D,Hand Pile,US Forest Service,37.716,-118.945,NA,NA,Complete
2012-02-01,NA,35,23A,Hand Pile,US Forest Service,37.707,-118.903,NA,NA,Complete
2012-02-01,NA,60,Hartley Piles,Hand Pile,US Forest Service,37.786,-119.028,NA,NA,Complete
2012-02-01,10,4,SMP not found,UNK,US Forest Service,39.043,-120.562,NA,NA,Complete
2012-02-02,NA,0.25,Cirby Creek-Concow Rd Section,Hand Pile,Yankee Hill Fire Safe Council,39.788,-121.504,NA,NA,Complete
2012-02-02,NA,15,Whitney Portal Project Piles,Hand Pile,US Forest Service,0,0,T 15 S. R 34 E. SEC. 35 AND 36,NA,Complete
2012-02-02,4,2,SMP not found,UNK,US Forest Service,39.043,-120.562,NA,NA,Complete
2012-02-03,NA,0.25,Cirby Creek-Concow Rd Section,Hand Pile,Yankee Hill Fire Safe Council,39.788,-121.504,NA,NA,Complete
2012-02-03,2,3,Sugar Pine State Park,Hand Pile,California State Parks,39.017,-120.125,NA,NA,Complete
2012-02-04,NA,67,Hartley Piles,Hand Pile,US Forest Service,37.786,-119.028,NA,NA,Complete
2012-02-04,NA,104,23A,Hand Pile,US Forest Service,37.707,-118.903,NA,NA,Complete
2012-02-06,NA,0.25,Cirby Creek-Concow Rd Section,Hand Pile,Yankee Hill Fire Safe Council,39.788,-121.504,NA,NA,Complete
2012-02-06,2,1,Crest Dr.,Hand Pile,California State Parks,39.009,-120.121,NA,NA,Complete
2012-02-06,2,2,Crest Dr.,Hand Pile,California State Parks,39.009,-120.121,NA,NA,Complete
2012-02-06,NA,14,Whitney Portal Project Piles,UNK,US Forest Service,0,0,T 15 S. R 34 E. SEC. 35 AND 36,NA,Complete
2012-02-06,NA,20,Mill Canyon Pile Burn,Hand Pile,US Forest Service,38.437,-119.486,NA,NA,Complete
2012-02-06,NA,80,Spitfire Piles,UNK,US Forest Service,37.852,-118.887,NA,NA,Complete
2012-02-07,NA,0.25,Cirby Creek-Concow Rd Section,Hand Pile,Yankee Hill Fire Safe Council,39.788,-121.504,NA,NA,Complete
2012-02-07,NA,10,Ponderos Service Contract Unit 77a,Hand Pile,US Forest Service,39.571,-121.272,NA,NA,Complete
2012-02-07,2,2,Crest Dr.,Hand Pile,California State Parks,39.009,-120.121,NA,NA,Complete
2012-02-07,NA,10,Mill Canyon Pile Burn,Hand Pile,US Forest Service,38.437,-119.486,NA,NA,Complete
2012-02-07,NA,22,395,Broadcast,Cal Fire,36.623,-118.067,NA,NA,Complete
2012-02-07,NA,60,Fulstone RX - Bodie Hills Pile RX Plan,UNK,US Forest Service,38.266,-119.136,NA,NA,Complete
2012-02-08,NA,15,Ponderos Service Contract Unit 77a,Hand Pile,US Forest Service,39.571,-121.272,NA,NA,Complete
2012-02-08,1,1,Crest Dr.,Hand Pile,California State Parks,39.009,-120.121,NA,NA,Complete
2012-02-08,NA,28,Mill Canyon Pile Burn,Hand Pile,US Forest Service,38.437,-119.486,NA,NA,Complete
2012-02-09,NA,0.25,Cirby Creek-Concow Rd Section,Hand Pile,Yankee Hill Fire Safe Council,39.788,-121.504,NA,NA,Complete
2012-02-10,NA,0.25,Cirby Creek-Concow Rd Section,Hand Pile,Yankee Hill Fire Safe Council,39.788,-121.504,NA,NA,Complete
2012-02-13,NA,0.25,Cirby Creek-Concow Rd Section,Hand Pile,Yankee Hill Fire Safe Council,39.788,-121.504,NA,NA,Complete
2012-02-14,NA,31,SMP not found,UNK,Bureau of Land Management,38.727,-119.788,NA,NA,Complete
2012-02-15,NA,0.25,Cirby Creek-Concow Rd Section,Hand Pile,Yankee Hill Fire Safe Council,39.788,-121.504,NA,NA,Complete
2012-02-15,NA,5,Ponderosa Service Contract Unit 72,Hand Pile,US Forest Service,39.537,-121.285,NA,NA,Complete
2012-02-15,NA,12,Mill Canyon Pile Burn,Hand Pile,US Forest Service,38.437,-119.486,NA,NA,Complete
2012-02-15,10,2,SMP not found,UNK,US Forest Service,39.043,-120.562,NA,NA,Complete
