DB_REG_ID,BURN_ID,REG_TYPE,ORG_NAME,BURN_NAME,OWNERSHIP,YEAR,R_FUEL_CAT,R_FUEL_TYPE,R_BURN_START,R_BURN_END,ELEVATION_FT,R_LATITUDE,R_LONGITUDE,COUNTY,R_DURATION_DAYS,R_TOTAL_AREA_ACRES,R_MAX_DAILY_AREA_ACRES,R_TOTAL_VOLUME_CU_FT,R_MAX_DAILY_VOLUME_CU_FT,R_REG_WILDLAND_FIRE_USE,R_COMMENTS,ACI_REG_DATE,R_VENTILATION_CATEGORIES,R_BROADCAST_WAIVER_TYPE,R_NOTIFICATION_PLAN,R_ERTS,R_VISUAL_MONITORING,R_EDUCATION_TYPES,R_EQUIPMENT_TYPES,R_P_AVERAGE_VOLUME,R_P_CLEAN_VOLUME,R_P_CRANE_VOLUME,R_P_TRACTOR_VOLUME,R_FC_ALFALFA_AREA,R_FC_ALFALFA_LOAD,R_FC_AVG_FIELD_CROPS_AREA,R_FC_AVG_FIELD_CROPS_LOAD,R_FC_AVG_ORCHARD_CROPS_AREA,R_FC_AVG_ORCHARD_CROPS_LOAD,R_FC_BARLEY_AREA,R_FC_BARLEY_LOAD,R_FC_CORN_AREA,R_FC_CORN_LOAD,R_FC_COTTON_AREA,R_FC_COTTON_LOAD,R_FC_DITCHES_AREA,R_FC_DITCHES_LOAD,R_FC_GRASS_AREA,R_FC_GRASS_LOAD,R_FC_HAY_AREA,R_FC_HAY_LOAD,R_FC_OATS_AREA,R_FC_OATS_LOAD,R_FC_PEANUTS_AREA,R_FC_PEANUTS_LOAD,R_FC_PECAN_AREA,R_FC_PECAN_LOAD,R_FC_PISTACHIO_AREA,R_FC_PISTACHIO_LOAD,R_FC_SORGHUM_AREA,R_FC_SORGHUM_LOAD,R_FC_WEEDS_AREA,R_FC_WEEDS_LOAD,R_FC_WHEAT_AREA,R_FC_WHEAT_LOAD,R_F_BACKING_PINE_AREA,R_F_BACKING_PINE_LOAD,R_F_DOUGLAS_FIR_AREA,R_F_DOUGLAS_FIR_LOAD,R_F_HARDWOOD_AREA,R_F_HARDWOOD_LOAD,R_F_HEADING_PINE_AREA,R_F_HEADING_PINE_LOAD,R_F_JUNIPER_AREA,R_F_JUNIPER_LOAD,R_F_MIXED_CONIFER_AREA,R_F_MIXED_CONIFER_LOAD,R_F_PONDEROSA_PINE_AREA,R_F_PONDEROSA_PINE_LOAD,R_G_GRASS_AREA,R_G_GRASS_LOAD,R_S_CHAPARRAL_AREA,R_S_CHAPARRAL_LOAD,R_S_HEADINGCHAPARRAL_AREA,R_S_HEADINGCHAPARRAL_LOAD,R_S_SAGEBRUSH_AREA,R_S_SAGEBRUSH_LOAD,T_BURN_DAYS,T_WILDLAND_FIRE_USE,T_TOTAL_AREA_ACRES,T_TOTAL_VOLUME_CU_FT,T_COMMENTS,T_FC_ALFALFA_AREA,T_FC_ALFALFA_EA,T_FC_ALFALFA_ERTS,T_FC_ALFALFA_LOAD,T_FC_ALFALFA_PCT,T_FC_AVG_FIELD_CROPS_AREA,T_FC_AVG_FIELD_CROPS_EA,T_FC_AVG_FIELD_CROPS_ERTS,T_FC_AVG_FIELD_CROPS_LOAD,T_FC_AVG_FIELD_CROPS_PCT,T_FC_AVG_ORCHARD_CROPS_AREA,T_FC_AVG_ORCHARD_CROPS_EA,T_FC_AVG_ORCHARD_CROPS_ERTS,T_FC_AVG_ORCHARD_CROPS_LOAD,T_FC_AVG_ORCHARD_CROPS_PCT,T_FC_BARLEY_AREA,T_FC_BARLEY_EA,T_FC_BARLEY_ERTS,T_FC_BARLEY_LOAD,T_FC_BARLEY_PCT,T_FC_CORN_AREA,T_FC_CORN_EA,T_FC_CORN_ERTS,T_FC_CORN_LOAD,T_FC_CORN_PCT,T_FC_COTTON_AREA,T_FC_COTTON_EA,T_FC_COTTON_ERTS,T_FC_COTTON_LOAD,T_FC_COTTON_PCT,T_FC_DITCHES_AREA,T_FC_DITCHES_EA,T_FC_DITCHES_ERTS,T_FC_DITCHES_LOAD,T_FC_DITCHES_PCT,T_FC_GRASS_AREA,T_FC_GRASS_EA,T_FC_GRASS_ERTS,T_FC_GRASS_LOAD,T_FC_GRASS_PCT,T_FC_HAY_AREA,T_FC_HAY_EA,T_FC_HAY_ERTS,T_FC_HAY_LOAD,T_FC_HAY_PCT,T_FC_OATS_AREA,T_FC_OATS_EA,T_FC_OATS_ERTS,T_FC_OATS_LOAD,T_FC_OATS_PCT,T_FC_PEANUTS_AREA,T_FC_PEANUTS_EA,T_FC_PEANUTS_ERTS,T_FC_PEANUTS_LOAD,T_FC_PEANUTS_PCT,T_FC_PECAN_AREA,T_FC_PECAN_EA,T_FC_PECAN_ERTS,T_FC_PECAN_LOAD,T_FC_PECAN_PCT,T_FC_PISTACHIO_AREA,T_FC_PISTACHIO_EA,T_FC_PISTACHIO_ERTS,T_FC_PISTACHIO_LOAD,T_FC_PISTACHIO_PCT,T_FC_SORGHUM_AREA,T_FC_SORGHUM_EA,T_FC_SORGHUM_ERTS,T_FC_SORGHUM_LOAD,T_FC_SORGHUM_PCT,T_FC_WEEDS_AREA,T_FC_WEEDS_EA,T_FC_WEEDS_ERTS,T_FC_WEEDS_LOAD,T_FC_WEEDS_PCT,T_FC_WHEAT_AREA,T_FC_WHEAT_EA,T_FC_WHEAT_ERTS,T_FC_WHEAT_LOAD,T_FC_WHEAT_PCT,T_F_BACKING_PINE_AREA,T_F_BACKING_PINE_EA,T_F_BACKING_PINE_ERTS,T_F_BACKING_PINE_LOAD,T_F_BACKING_PINE_PCT,T_F_DOUGLAS_FIR_AREA,T_F_DOUGLAS_FIR_EA,T_F_DOUGLAS_FIR_ERTS,T_F_DOUGLAS_FIR_LOAD,T_F_DOUGLAS_FIR_PCT,T_F_HARDWOOD_AREA,T_F_HARDWOOD_EA,T_F_HARDWOOD_ERTS,T_F_HARDWOOD_LOAD,T_F_HARDWOOD_PCT,T_F_HEADING_PINE_AREA,T_F_HEADING_PINE_EA,T_F_HEADING_PINE_ERTS,T_F_HEADING_PINE_LOAD,T_F_HEADING_PINE_PCT,T_F_JUNIPER_AREA,T_F_JUNIPER_EA,T_F_JUNIPER_ERTS,T_F_JUNIPER_LOAD,T_F_JUNIPER_PCT,T_F_MIXED_CONIFER_AREA,T_F_MIXED_CONIFER_EA,T_F_MIXED_CONIFER_ERTS,T_F_MIXED_CONIFER_LOAD,T_F_MIXED_CONIFER_PCT,T_F_PONDEROSA_PINE_AREA,T_F_PONDEROSA_PINE_EA,T_F_PONDEROSA_PINE_ERTS,T_F_PONDEROSA_PINE_LOAD,T_F_PONDEROSA_PINE_PCT,T_G_GRASS_AREA,T_G_GRASS_EA,T_G_GRASS_ERTS,T_G_GRASS_LOAD,T_G_GRASS_PCT,T_S_CHAPARRAL_AREA,T_S_CHAPARRAL_EA,T_S_CHAPARRAL_ERTS,T_S_CHAPARRAL_LOAD,T_S_CHAPARRAL_PCT,T_S_HEADINGCHAPARRAL_AREA,T_S_HEADINGCHAPARRAL_EA,T_S_HEADINGCHAPARRAL_ERTS,T_S_HEADINGCHAPARRAL_LOAD,T_S_HEADINGCHAPARRAL_PCT,T_S_SAGEBRUSH_AREA,T_S_SAGEBRUSH_EA,T_S_SAGEBRUSH_ERTS,T_S_SAGEBRUSH_LOAD,T_S_SAGEBRUSH_PCT
1008162,15FIIF0052,SMPII,BLM,Wildhorse Piles/Slash Pit,Federal,2015,Forests,Forest,6/1/2015,2/29/2016,7580,34.5557,-107.9396,Catron,7,,,367500,60000,No,,,"Excellent, Fair, Good, Very Good",,"Press release, smoke/Rx fire signs along roadways and coordination through the local fire chief/","a - burn concentrations, b - isolate vegs, d - removal, h - site conversion, p - burn piles or windows, s - rapid mop-up, v - high moisture in non-target vegs",Yes,Self-eduction,,,367500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007833,12PIIF0030,SMPII,VERMEJO PARK RANCH,S9,Private,2012,Forests,"Forest, Forest, Forest, Forest, Grass, Shrub, Shrub",3/1/2012,2/28/2013,7200,36.6142,-104.8868,Colfax,2,27966,4000,,,No,,,"Excellent, Fair, Good, Very Good",,"Public service announcements on local radio stations. Notification of all local fire departments, Colfax county dispatch, Las Animas county dispatch, and State Forestry in Ute Park.","c - mosaic, g - grazing, l - burn before precipitation, o - burn before green-up, r - dry conditions",Yes,Self-eduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,,,13830,5,1863,20,8404,14,1728,0.5,110,5,,,2030,2,0,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007746,12FIIF0111,SMPII,"LINCOLN NF, SMOKEY BEAR RD",Capitan comm FW 4,Federal,2012,Forests,Forest,6/1/2012,2/28/2013,6900,,,Lincoln,1,,,38750,38750,No,This project is 31 acres with about 10 hand piles (5x5x5)per acre.,,"Excellent, Fair, Good, Poor, Very Good",,"Public notification will be conducted through more than one of the following methods:  press release to newspapers & radio, contact list via phone, fax & email, door to door, marquee in front of ranger station, prescribed fire signs on roadways & at strategic locations, Forest website.","a - burn concentrations, d - removal, f - utilization, p - burn piles or windows, v - high moisture in non-target vegs",Yes,"Federal training, Self-eduction",,38750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009175,09PIF0001,SMPI,,Boundary Piles,Federal,2009,Forests,Forest,12/1/2009,2/28/2010,3480,,,Doña Ana,,,,5000,,No,During  emissions inventory process Smoke desk found error.  The prefix of # should be federal rather than private.,2/19/2009,,,Public notifications have been made through a press release.,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,No,0,4990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008954,04PIC0002,SMPI,,Bess Farm,Private,2004,Crops,Orchard Trimmings,3/1/2004,5/31/2004,3950,32.09,-106.7428,Doña Ana,,,,7000,,No,,,,,Ad placed in Las Cruces Sun News,,,,,,,,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,No,,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007822,12PIIF0019,SMPII,VERMEJO PARK RANCH,H13,Private,2012,Forests,"Forest, Forest, Forest, Forest, Grass, Shrub, Shrub",3/1/2012,2/28/2013,7900,36.8648,-105.0004,Colfax,2,15234,2000,,,No,,,"Excellent, Fair, Good, Very Good",,"Public service announcements on local radio stations. Notification of all local fire departments, Colfax county dispatch, Las Animas county dispatch and State Forestry in Ute Park.","c - mosaic, g - grazing, l - burn before precipitation, o - burn before green-up, r - dry conditions",Yes,Self-eduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,20,,,1022,5,4113,20,7565,14,706,0.5,107,5,,,1707,2,0,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006883,08PIIF0002,SMPII,,Stubblefield Area Piles,Private,2008,Forests,Forest,9/1/2008,2/28/2009,8300,36.93641,-104.8626,Colfax,3,,,950000,780000,No,,,"Excellent, Fair, Good, Poor, Very Good",,,"a - burn concentrations, p - burn piles or windows",Yes,Self-eduction,,,,900000,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,No,0,490200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006316,06FIIF0073,SMPII,,Caballo Mountain,Federal,2006,Forests,Forest,9/1/2006,11/30/2006,7500,32.9602,-107.2223,Sierra,4,,,5000,5000,No,The piles have been on the ground for 18 months,,"Excellent, Fair, Good",,Will do press releases,"a - burn concentrations, b - isolate vegs, p - burn piles or windows",Yes,Self-eduction,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,No,0,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010780,19FIIF0099,SMPII,U.S. Fish and Wildlife Service - NM-SNR,IBWC River Piles,Federal,2019,Forests,,6/21/2019,1/25/2020,4049.19,32.672,-107.124,Doña Ana,5,20,20,200000,200000,No,Clean machine piles of saltcedar.  Appox. 100 piles,,"Excellent, Fair, Good, Poor, Very Good",,Notification of contacts on the contact list will be notified.,"a - burn concentrations, p - burn piles or windows",Yes,Federal training,Real Time,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,No,20,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006065,05FIIF0083,SMPII,,West Mesa,Federal,2005,Forests,"Forest, Forest",9/1/2005,11/30/2005,,,,Sandoval,7,804,804,,,No,"The burn is funded by a grant, therefore the burn is planned and has to be done by April 2005.",,"Excellent, Fair, Good, Very Good",,"Fliers distributed to local merchants, norification via local newspapers, signs along local roads.","j - high moisture in large veg, o - burn before green-up, q - backing fire",Yes,Self-eduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0.5,,,770,6.4,,,,,,,,,0,No,0,0,Did not burn here in 2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006675,07PIIC0007,SMPII,,Rodey,Private,2007,Crops,Orchard Trimmings,3/1/2007,5/31/2007,4000,32.6268,-106.9982,Doña Ana,5,,,9000,,No,,,"Excellent, Good, Very Good",,Will place notices in 2 locations in village: Sun Valley Store and Village Market.,"+ - other, b - isolate vegs, l - burn before precipitation, o - burn before green-up, p - burn piles or windows, r - dry conditions",Yes,Self-eduction,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,No,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009032,06PIF0004,SMPI,,Mescalero FP II,Private,2006,Forests,Forest,6/1/2006,8/31/2006,4000,32.90417,-105.96667,Otero,,,,22000,,No,,,,,"press, individual notification, contact Otero County sheriff dispatch",,,,,,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,No,0,16500,"used large gas powered fans on pile to speed burning, increase burn temp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006761,08FIIF0051,SMPII,,Fullerton-Shaw,Federal,2008,Forests,"Forest, Forest, Forest, Grass",3/1/2008,8/31/2008,7800,33.7296,-108.1508,Catron,14,40000,5000,,,No,,,"Excellent, Fair, Good, Very Good","Burning under Fair to Poor ventilation categories, Time of Day Requirement","Press release, flyers, RX burn signs.","r - dry conditions, t - aerial/mass ignition",Yes,Federal training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22500,2.9,500,6.8,5000,7,12000,1.1,,,,,,,0,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006213,05PIIF0018,SMPII,,Willow Haven,Private,2005,Forests,"Grass, Shrub",3/1/2005,2/28/2006,7300,36.86775,-104.96253,Colfax,1,65,65,,,No,Chaparral in the table is actually brushy willows,,"Excellent, Fair, Good, Very Good",,"Vermejo Park Ranch personnel, El Paso personnel NM state forestry, Raton FD, Stonewall FD and CO state forest service will be contacted by email and/or phone. We will also air public radio announcements in Raton, NM.","a - burn concentrations, r - dry conditions",Yes,Self-eduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,2.5,20,18,,,,,0,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008826,18SIIF0003,SMPII,NM State Land Office - NM State Land Office,Copper Hill RX,State,2018,Forests,"Forest, Forest",9/1/2018,2/28/2019,8200,,,Taos,5,200,200,,,No,Burn will be implemented in partnership with the All Hands All Lands Burn Team and Forest Stewards Guild.,,"Excellent, Fair, Good, Very Good",,Notification will include flyers posted in nearby communities and distribution of emails to local organizations and news agencies.,"c - mosaic, f - utilization, k - moist litter and/or duff",Yes,Self-eduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,15,,,50,15,,,,,,,,,0,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006209,05PIIF0014,SMPII,,Sombrero,Private,2005,Forests,"Forest, Grass",3/1/2005,2/28/2006,8400,36.98208,-104.90842,Doña Ana,1,117,117,,,No,,,"Excellent, Fair, Good, Very Good",,"Vermejo Park Ranch personnel, El Paso personnel, NM state forestry, Raton FD, Stonewall FD, and the CO state forest service will be contacted by email and/or phone. We will also air radio announcements in Raton, NM",r - dry conditions,Yes,Self-eduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,9.8,10,2,,,,,,,0,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013020,20PIIF0010,SMPII,VERMEJO PARK RANCH,FMU 613,Private,2020,Forests,Grass,2/27/2020,12/31/2020,6131.57,36.49,-104.733,Colfax,3,2470,2470,0,0,No,,,"Excellent, Fair, Good, Poor, Very Good",,Call 1. Raton Dispatch 2. Raton Fire Dept. 3. Wapiti Energy 4. New Mexico State Forestry 5. KRTN Radio in Raton 6. Stone Wall Fire Dept. 7. Trinidad Dispatch 8. Taos Zone Interagency Dispatch,"c - mosaic, l - burn before precipitation, o - burn before green-up",Yes,Self-eduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2470,1,,,,,,,0,No,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017400,22FIIF0063,SMPII,Bureau of Land Management - NM-LCD,Centennial Rx,Federal,2022,Forests,Grass,2/7/2022,12/31/2022,5000,-32.358,-105.802,Otero,1,5336,5336,0,0,No,,2/8/2022,"Excellent, Fair, Good, Poor, Very Good",Burning under Fair to Poor ventilation categories,"press release,","a - burn concentrations, b - isolate vegs, c - mosaic",Yes,Federal training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5336,1.5,,,,,,,1,No,3200,0,Implemented 3200 acres of 5000 acre block.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009046,07FIF0012,SMPI,,3 Circles Unit #8,Federal,2007,Forests,,9/1/2007,2/29/2008,5600,32.9542,-108.0219,Grant,,,,10500,,No,,,,,press release,,,,,,10500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,No,0,10500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007964,13FIIF0121,SMPII,,Carracas Box Tank Burn,Federal,2013,Forests,Forest,9/1/2013,11/30/2013,7500,,,Rio Arriba,2,174,174,,,No,,,"Excellent, Fair, Good, Very Good",,"Notices will be posted at local businesses in areas with any population. The media will be notified, and all permittees (oil & gas and cattle) will be notified.","a - burn concentrations, c - mosaic, l - burn before precipitation, r - dry conditions",Yes,"Federal training, Self-eduction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,11.5,,,,,,,,,0,No,0,0,Will carry over into 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007879,13FIIF0036,SMPII,BLM,Chimayo Scout Camp Piles,Federal,2013,Forests,Forest,3/1/2013,2/28/2014,7500,35.9102,-105.8855,Santa Fe,24,,,1500000,100000,No,"In regard to minimize emissions (ERTS) - We have removed all wood 3""+ in diameter from the burn site. The wood is then sold as firewood. All slash from mechanical thininning has been piled. It is preferable to have high moisture in non-target fuels for suppression and holding tactics. In regard to vegetation type- There will be several burns conducted throughout the year as slash becomes available from thinning projects. Burns will not exceed 14 days in length and total acres for the year will not be more than 500 acres. The first expected burn will be on or around 1/16/04.",,"Excellent, Fair, Good, Poor, Very Good",Burning under Fair to Poor ventilation categories,"Contact list on file at Taos BLM Field Office, press relaes for radio and local news papers prior to burn",#NAME?,Yes,Federal training,,,1500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,No,0,1125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007842,12SIIF0001,SMPII,USFWS,Broad Canyon Piles,State,2012,Forests,"Grass, Shrub",3/1/2012,2/28/2013,3976,32.5225,-106.9825,Doña Ana,2,,,20000,20000,No,"Piles of salt cedar will be burned for NM State Parks by US Fish and Wildlife Service crews. Possible to burn all piles in a single day under good conditions, but two days down to accomodate windows and changes in planning.",,"Excellent, Fair, Good, Poor, Very Good",,"Door to door and public notification through flyers, website etc.","a - burn concentrations, b - isolate vegs, p - burn piles or windows",No,Self-eduction,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,No,0,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008508,17FIIF0039,SMPII,U.S. Fish and Wildlife Service - NM-SER,SER CY 16 T2 Piles,Federal,2017,Forests,Forest,3/1/2017,2/28/2018,4800,34.26805,-106.86,Socorro,5,,,2000000,750000,No,"The Piles being burned will be located at Sevilleta NWR, exit 169 off of I-25 directly east of the Refuge headquarters near the Rio Grande River.",,"Excellent, Fair, Good, Very Good",,"Notifications will be made the day of the RX, and smoke signs will be placed strategically where public will see the signs.","a - burn concentrations, p - burn piles or windows",No,"Federal training, Self-eduction",,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,No,0,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007355,10PIIF0010,SMPII,,C2,Private,2010,Forests,"Forest, Forest, Forest, Grass, Shrub, Shrub",3/1/2010,2/28/2011,10000,,,Taos,2,12341,3000,,,No,Prescribed fire is to maintain high elevation meadows. Forest land will only burn on edges.,,"Excellent, Fair, Good, Poor, Very Good",,"Public Service Announcements on local radio stations. Notification of all local fire deparments, Colfax county dispatch, Las Animas county dispatch and State Forestry in Ute Park.","c - mosaic, j - high moisture in large veg, k - moist litter and/or duff, l - burn before precipitation, m - burn before large vegs cure, o - burn before green-up, r - dry conditions, v - high moisture in non-target vegs",Yes,Self-eduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132,20,,,,,9165,20,8,14,1823,0.5,153,5,,,60,2,0,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
