Proposal Date,ID,Member ID,Member,Office,Unit Name,Location,Burn Type,Airshed,Impact Zone,Elevation,Tons/Acre,Acres Burned,Proposed Acres,Priority,Latitude,Longitude,Comments,Status,No Burn Reason
1/29/2008,156676,45,Bureau of Land Management,MC,Pine Hills ,"Township 7 North Range 48 East East 1/4 of Section 12 9 miles east Southeast of Miles City, Montana",Hand Piles,10,None,2953,7,25,100,A,46.3764,-105.657,None,Completed,None
2/5/2008,156676,45,Bureau of Land Management,MC,Pine Hills ,"Township 7 North Range 48 East East 1/4 of Section 12 9 miles east Southeast of Miles City, Montana",Hand Piles,10,None,2953,7,50,40,A,46.3764,-105.657,None,Completed,None
12/16/2008,156676,45,Bureau of Land Management,MC,Pine Hills ,"Township 7 North Range 48 East East 1/4 of Section 12 9 miles east Southeast of Miles City, Montana",Hand Piles,10,None,2953,7,10,259,A,46.3764,-105.657,None,Completed,None
12/17/2008,160553,45,Bureau of Land Management,MC,Ekalaka Piles,"Piles are located 8 miles southeast of Ekalaka, Montana ",Hand Piles,10,None,3900,7,0,120,A,45.8101,-104.461,None,Completed,None
12/17/2008,156676,45,Bureau of Land Management,MC,Pine Hills ,"Township 7 North Range 48 East East 1/4 of Section 12 9 miles east Southeast of Miles City, Montana",Hand Piles,10,None,2953,7,0,249,A,46.3764,-105.657,None,Completed,None
1/19/2010,160553,45,Bureau of Land Management,MC,Ekalaka Piles,"Piles are located 8 miles southeast of Ekalaka, Montana ",Hand Piles,10,None,3900,7,0,10,A,45.8101,-104.461,None,Completed,None
1/20/2010,160553,45,Bureau of Land Management,MC,Ekalaka Piles,"Piles are located 8 miles southeast of Ekalaka, Montana ",Hand Piles,10,None,3900,7,0,10,A,45.8101,-104.461,None,Completed,None
1/21/2010,160553,45,Bureau of Land Management,MC,Ekalaka Piles,"Piles are located 8 miles southeast of Ekalaka, Montana ",Hand Piles,10,None,3900,7,0,10,A,45.8101,-104.461,None,Completed,None
1/25/2010,160553,45,Bureau of Land Management,MC,Ekalaka Piles,"Piles are located 8 miles southeast of Ekalaka, Montana ",Hand Piles,10,None,3900,7,0,10,A,45.8101,-104.461,None,Completed,None
1/26/2010,160553,45,Bureau of Land Management,MC,Ekalaka Piles,"Piles are located 8 miles southeast of Ekalaka, Montana ",Hand Piles,10,None,3900,7,3,10,A,45.8101,-104.461,None,Completed,None
1/27/2010,160553,45,Bureau of Land Management,MC,Ekalaka Piles,"Piles are located 8 miles southeast of Ekalaka, Montana ",Hand Piles,10,None,3900,7,0,10,A,45.8101,-104.461,None,Completed,None
2/16/2010,160553,45,Bureau of Land Management,MC,Ekalaka Piles,"Piles are located 8 miles southeast of Ekalaka, Montana ",Hand Piles,10,None,3900,7,0,7,A,45.8101,-104.461,None,Completed,None
2/17/2010,160553,45,Bureau of Land Management,MC,Ekalaka Piles,"Piles are located 8 miles southeast of Ekalaka, Montana ",Hand Piles,10,None,3900,7,0,7,A,45.8101,-104.461,None,Completed,None
2/19/2010,160553,45,Bureau of Land Management,MC,Ekalaka Piles,"Piles are located 8 miles southeast of Ekalaka, Montana ",Hand Piles,10,None,3900,7,3,7,A,45.8101,-104.461,None,Completed,None
5/17/2010,161584,45,Bureau of Land Management,DIL,Garrison 1 and 2,"30 miles north of Dillon, MT",Broadcast,5,None,7200,1.78,100,200,A,45.9671,-112.602,None,Completed,None
10/19/2010,159624,45,Bureau of Land Management,MC,Terry Bench,"Six miles south of Terry, Montana. Four miles southeast of the Yellowstone River in Prairie county.",Range,10,None,2600,0.47,8,8,A,46.7078,-105.332,None,Completed,None
11/16/2010,10079,45,Bureau of Land Management,MSO,Garnet Ghost Town Pile,1 mile NE of Garnet Ghost Town,Other Mechanical,5,None,6195,10,0,1,A,46.8244,-113.323,None,Completed,None
11/17/2010,10079,45,Bureau of Land Management,MSO,Garnet Ghost Town Pile,1 mile NE of Garnet Ghost Town,Other Mechanical,5,None,6195,10,0,1,A,46.8244,-113.323,None,Completed,None
11/17/2010,160553,45,Bureau of Land Management,MC,Ekalaka Piles,"Piles are located 8 miles southeast of Ekalaka, Montana ",Hand Piles,10,None,3900,7,0,50,A,45.8101,-104.461,None,Completed,None
11/18/2010,160553,45,Bureau of Land Management,MC,Ekalaka Piles,"Piles are located 8 miles southeast of Ekalaka, Montana ",Hand Piles,10,None,3900,7,0,50,A,45.8101,-104.461,None,Completed,None
11/19/2010,160553,45,Bureau of Land Management,MC,Ekalaka Piles,"Piles are located 8 miles southeast of Ekalaka, Montana ",Hand Piles,10,None,3900,7,0,50,A,45.8101,-104.461,None,Completed,None
11/29/2010,160686,45,Bureau of Land Management,MSO,Garnet Ghost Town Pile,1 mile NE of Garnet Ghost Town,Other Mechanical,5,None,6200,10,0,1,B,46.8244,-113.323,None,Completed,None
11/29/2010,10079,45,Bureau of Land Management,MSO,Garnet Ghost Town Pile,1 mile NE of Garnet Ghost Town,Other Mechanical,5,None,6195,10,0,1,B,46.8244,-113.323,None,Completed,None
11/30/2010,160553,45,Bureau of Land Management,MC,Ekalaka Piles,"Piles are located 8 miles southeast of Ekalaka, Montana ",Hand Piles,10,None,3900,7,3,3,A,45.8101,-104.461,None,Completed,None
12/1/2010,160553,45,Bureau of Land Management,MC,Ekalaka Piles,"Piles are located 8 miles southeast of Ekalaka, Montana ",Hand Piles,10,None,3900,7,0,3,A,45.8101,-104.461,None,Completed,None
12/2/2010,160553,45,Bureau of Land Management,MC,Ekalaka Piles,"Piles are located 8 miles southeast of Ekalaka, Montana ",Hand Piles,10,None,3900,7,0,3,A,45.8101,-104.461,None,Completed,None
1/26/2011,156676,45,Bureau of Land Management,MC,Pine Hills ,"Township 7 North Range 48 East East 1/4 of Section 12 9 miles east Southeast of Miles City, Montana",Hand Piles,10,None,2953,7,0,199,A,46.3764,-105.657,None,Completed,None
3/1/2011,156676,45,Bureau of Land Management,MC,Pine Hills ,"Township 7 North Range 48 East East 1/4 of Section 12 9 miles east Southeast of Miles City, Montana",Hand Piles,10,None,2953,7,60,60,A,46.3764,-105.657,None,Completed,None
4/28/2011,165389,45,Bureau of Land Management,MC,Miller Creek ,"12 miles west of Miles City, Montana on I 94 then 22 miles south on Moon Creek Road",Broadcast,10,None,3352,20.2,0,80,A,46.029,-106.159,None,Completed,None
5/12/2011,161584,45,Bureau of Land Management,DIL,Garrison 1 and 2,"30 miles north of Dillon, MT",Broadcast,5,None,7200,1.78,0,150,A,45.9671,-112.602,None,Completed,None
5/13/2011,161584,45,Bureau of Land Management,DIL,Garrison 1 and 2,"30 miles north of Dillon, MT",Broadcast,5,None,7200,1.78,0,150,A,45.9671,-112.602,None,Completed,None
5/17/2011,161585,45,Bureau of Land Management,DIL,"Garrison 4,5,6","28 miles north of Dillon, MT",Broadcast,7,None,7200,1.78,0,200,A,45.5161,-112.596,None,Completed,None
5/18/2011,161585,45,Bureau of Land Management,DIL,"Garrison 4,5,6","28 miles north of Dillon, MT",Broadcast,7,None,7200,1.78,0,200,A,45.5161,-112.596,None,Completed,None
6/5/2011,161585,45,Bureau of Land Management,DIL,"Garrison 4,5,6","28 miles north of Dillon, MT",Broadcast,7,None,7200,1.78,400,400,A,45.5161,-112.596,None,Completed,None
8/18/2011,165389,45,Bureau of Land Management,MC,Miller Creek ,"12 miles west of Miles City, Montana on I 94 then 22 miles south on Moon Creek Road",Broadcast,10,None,3352,20.2,0,40,A,46.029,-106.159,None,Completed,None
8/19/2011,165389,45,Bureau of Land Management,MC,Miller Creek ,"12 miles west of Miles City, Montana on I 94 then 22 miles south on Moon Creek Road",Broadcast,10,None,3352,20.2,40,40,A,46.029,-106.159,None,Completed,None
8/23/2011,165389,45,Bureau of Land Management,MC,Miller Creek ,"12 miles west of Miles City, Montana on I 94 then 22 miles south on Moon Creek Road",Broadcast,10,None,3352,20.2,20,20,A,46.029,-106.159,None,Completed,None
9/7/2011,159624,45,Bureau of Land Management,MC,Terry Bench,"Six miles south of Terry, Montana. Four miles southeast of the Yellowstone River in Prairie county.",Range,10,None,2600,0.47,5,5,A,46.7078,-105.332,None,Completed,None
9/12/2011,165389,45,Bureau of Land Management,MC,Miller Creek ,"12 miles west of Miles City, Montana on I 94 then 22 miles south on Moon Creek Road",Broadcast,10,None,3352,20.2,0,618,A,46.029,-106.159,None,Completed,None
9/13/2011,165389,45,Bureau of Land Management,MC,Miller Creek ,"12 miles west of Miles City, Montana on I 94 then 22 miles south on Moon Creek Road",Broadcast,10,None,3352,20.2,23,618,A,46.029,-106.159,None,Completed,None
9/15/2011,165389,45,Bureau of Land Management,MC,Miller Creek ,"12 miles west of Miles City, Montana on I 94 then 22 miles south on Moon Creek Road",Broadcast,10,None,3352,20.2,12,20,A,46.029,-106.159,None,Completed,None
9/16/2011,165389,45,Bureau of Land Management,MC,Miller Creek ,"12 miles west of Miles City, Montana on I 94 then 22 miles south on Moon Creek Road",Broadcast,10,None,3352,20.2,0,20,A,46.029,-106.159,None,Completed,None
9/17/2011,165389,45,Bureau of Land Management,MC,Miller Creek ,"12 miles west of Miles City, Montana on I 94 then 22 miles south on Moon Creek Road",Broadcast,10,None,3352,20.2,0,10,A,46.029,-106.159,None,Completed,None
9/18/2011,165389,45,Bureau of Land Management,MC,Miller Creek ,"12 miles west of Miles City, Montana on I 94 then 22 miles south on Moon Creek Road",Broadcast,10,None,3352,20.2,15,10,A,46.029,-106.159,None,Completed,None
9/26/2011,165389,45,Bureau of Land Management,MC,Miller Creek ,"12 miles west of Miles City, Montana on I 94 then 22 miles south on Moon Creek Road",Broadcast,10,None,3352,20.2,0,583,A,46.029,-106.159,None,Completed,None
9/27/2011,165389,45,Bureau of Land Management,MC,Miller Creek ,"12 miles west of Miles City, Montana on I 94 then 22 miles south on Moon Creek Road",Broadcast,10,None,3352,20.2,0,583,A,46.029,-106.159,None,Completed,None
9/28/2011,165389,45,Bureau of Land Management,MC,Miller Creek ,"12 miles west of Miles City, Montana on I 94 then 22 miles south on Moon Creek Road",Broadcast,10,None,3352,20.2,0,583,A,46.029,-106.159,None,Completed,None
10/3/2011,165389,45,Bureau of Land Management,MC,Miller Creek ,"12 miles west of Miles City, Montana on I 94 then 22 miles south on Moon Creek Road",Broadcast,10,None,3352,20.2,0,583,A,46.029,-106.159,None,Completed,None
10/4/2011,165389,45,Bureau of Land Management,MC,Miller Creek ,"12 miles west of Miles City, Montana on I 94 then 22 miles south on Moon Creek Road",Broadcast,10,None,3352,20.2,0,583,A,46.029,-106.159,None,Completed,None
10/5/2011,165389,45,Bureau of Land Management,MC,Miller Creek ,"12 miles west of Miles City, Montana on I 94 then 22 miles south on Moon Creek Road",Broadcast,10,None,3352,20.2,0,583,A,46.029,-106.159,None,Completed,None
10/14/2011,165389,45,Bureau of Land Management,MC,Miller Creek ,"12 miles west of Miles City, Montana on I 94 then 22 miles south on Moon Creek Road",Broadcast,10,None,3352,20.2,578,578,A,46.029,-106.159,None,Completed,None
10/25/2011,10079,45,Bureau of Land Management,MSO,Garnet Ghost Town Pile,1 mile NE of Garnet Ghost Town,Other Mechanical,5,None,6195,10,0,1,A,46.8244,-113.323,None,Completed,None
10/27/2011,10079,45,Bureau of Land Management,MSO,Garnet Ghost Town Pile,1 mile NE of Garnet Ghost Town,Other Mechanical,5,None,6195,10,0,1,A,46.8244,-113.323,None,Completed,None
10/31/2011,159624,45,Bureau of Land Management,MC,Terry Bench,"Six miles south of Terry, Montana. Four miles southeast of the Yellowstone River in Prairie county.",Range,10,None,2600,0.47,1,1,A,46.7078,-105.332,None,Completed,None
11/3/2011,10079,45,Bureau of Land Management,MSO,Garnet Ghost Town Pile,1 mile NE of Garnet Ghost Town,Other Mechanical,5,None,6195,10,1,1,A,46.8244,-113.323,None,Completed,None
1/20/2012,156676,45,Bureau of Land Management,MC,Pine Hills ,"Township 7 North Range 48 East East 1/4 of Section 12 9 miles east Southeast of Miles City, Montana",Hand Piles,10,None,2953,7,10,10,A,46.3764,-105.657,None,Completed,None
1/23/2012,165389,45,Bureau of Land Management,MC,Miller Creek ,"12 miles west of Miles City, Montana on I 94 then 22 miles south on Moon Creek Road",Broadcast,10,None,3352,20.2,10,10,A,46.029,-106.159,None,Completed,None
2/28/2012,160553,45,Bureau of Land Management,MC,Ekalaka Piles,"Piles are located 8 miles southeast of Ekalaka, Montana ",Hand Piles,10,None,3900,7,11,11,A,45.8101,-104.461,None,Completed,None
2/29/2012,160553,45,Bureau of Land Management,MC,Ekalaka Piles,"Piles are located 8 miles southeast of Ekalaka, Montana ",Hand Piles,10,None,3900,7,0,11,A,45.8101,-104.461,None,Completed,None
3/14/2012,163742,45,Bureau of Land Management,MC,Matthews,"Township 9 North, Range 48 East, Section 30. 46° 30’ 08.49”  Latitude 105° 44’ 2.36”  Longitude ",Broadcast,10,None,2313,62.85,0,15,A,46.5022,-105.7339,None,Completed,None
3/15/2012,163742,45,Bureau of Land Management,MC,Matthews,"Township 9 North, Range 48 East, Section 30. 46° 30’ 08.49”  Latitude 105° 44’ 2.36”  Longitude ",Broadcast,10,None,2313,62.85,0,15,A,46.5022,-105.7339,None,Completed,None
3/21/2012,165795,45,Bureau of Land Management,BUT,Holter dam  Rec Site,Holter Recreation Site,Hand Piles,6,None,3522,5,0,1,A,46.99368,-112.01398,None,Completed,None
3/22/2012,163742,45,Bureau of Land Management,MC,Matthews,"Township 9 North, Range 48 East, Section 30. 46° 30’ 08.49”  Latitude 105° 44’ 2.36”  Longitude ",Broadcast,10,None,2313,62.85,15,15,A,46.5022,-105.7339,None,Completed,None
3/27/2012,165794,45,Bureau of Land Management,BUT,Holter lake,Holter Lake Recreation Site,Hand Piles,6,None,3633,5,0,1,A,46.99596,-111.99003,None,Completed,None
3/27/2012,165795,45,Bureau of Land Management,BUT,Holter dam  Rec Site,Holter Recreation Site,Hand Piles,6,None,3522,5,0,1,B,46.99368,-112.01398,None,Completed,None
4/17/2012,165794,45,Bureau of Land Management,BUT,Holter lake,Holter Lake Recreation Site,Hand Piles,6,None,3633,5,0,1,A,46.99596,-111.99003,None,Completed,None
4/17/2012,165795,45,Bureau of Land Management,BUT,Holter dam  Rec Site,Holter Recreation Site,Hand Piles,6,None,3522,5,0,1,A,46.99368,-112.01398,None,Completed,None
11/13/2012,160686,45,Bureau of Land Management,MSO,Garnet Ghost Town Pile,1 mile NE of Garnet Ghost Town,Other Mechanical,5,None,6200,10,0,1,B,46.8244,-113.323,None,Completed,None
11/13/2012,168294,45,Bureau of Land Management,MSO,Copper Creek Timber Sale,"Cooper Creek timber sale landings, southwest of Hall",Landings,5,None,5929,200,0,50,B,46.4938,-113.407,None,Completed,None
11/14/2012,168294,45,Bureau of Land Management,MSO,Copper Creek Timber Sale,"Cooper Creek timber sale landings, southwest of Hall",Landings,5,None,5929,200,0,50,A,46.4938,-113.407,None,Completed,None
11/14/2012,160686,45,Bureau of Land Management,MSO,Garnet Ghost Town Pile,1 mile NE of Garnet Ghost Town,Other Mechanical,5,None,6200,10,0,1,B,46.8244,-113.323,None,Completed,None
11/15/2012,168294,45,Bureau of Land Management,MSO,Copper Creek Timber Sale,"Cooper Creek timber sale landings, southwest of Hall",Landings,5,None,5929,200,0,50,A,46.4938,-113.407,None,Completed,None
11/15/2012,160686,45,Bureau of Land Management,MSO,Garnet Ghost Town Pile,1 mile NE of Garnet Ghost Town,Other Mechanical,5,None,6200,10,0,1,B,46.8244,-113.323,None,Completed,None
11/19/2012,168294,45,Bureau of Land Management,MSO,Copper Creek Timber Sale,"Cooper Creek timber sale landings, southwest of Hall",Landings,5,None,5929,200,0,50,A,46.4938,-113.407,None,Completed,None
11/30/2012,160686,45,Bureau of Land Management,MSO,Garnet Ghost Town Pile,1 mile NE of Garnet Ghost Town,Other Mechanical,5,None,6200,10,1,1,A,46.8244,-113.323,None,Completed,None
1/29/2013,165794,45,Bureau of Land Management,BUT,Holter lake,Holter Lake Recreation Site,Hand Piles,6,None,3633,5,0,1,A,46.99596,-111.99003,None,Completed,None
1/29/2013,165795,45,Bureau of Land Management,BUT,Holter dam  Rec Site,Holter Recreation Site,Hand Piles,6,None,3522,5,0,1,B,46.99368,-112.01398,None,Completed,None
1/30/2013,165794,45,Bureau of Land Management,BUT,Holter lake,Holter Lake Recreation Site,Hand Piles,6,None,3633,5,1,1,A,46.99596,-111.99003,None,Completed,None
1/30/2013,165795,45,Bureau of Land Management,BUT,Holter dam  Rec Site,Holter Recreation Site,Hand Piles,6,None,3522,5,0,1,B,46.99368,-112.01398,None,Completed,None
3/14/2013,168839,45,Bureau of Land Management,MC,Pumpkin Creek,Township 5 North Range 49 East Section 6,Broadcast,10,None,2620,1.1,100,133,A,46.2159,-105.644,None,Completed,None
3/18/2013,168787,45,Bureau of Land Management,MC,Clark ,"19 miles northwest of Terry, Montana T 13N R 48E Section 7",Range,10,None,2800,0.3,2,2,A,46.8965,-105.693,None,Completed,None
4/2/2013,168839,45,Bureau of Land Management,MC,Pumpkin Creek,Township 5 North Range 49 East Section 6,Broadcast,10,None,2620,1.1,60,60,A,46.2159,-105.644,None,Completed,None
4/28/2013,168790,45,Bureau of Land Management,MC,Rich ,"43 miles west of Jordan, Montana 47 14'54 X -107 48'35",Broadcast,9,None,2900,11.2,0,800,A,47.2511,-107.804,None,Completed,None
5/1/2013,168790,45,Bureau of Land Management,MC,Rich ,"43 miles west of Jordan, Montana 47 14'54 X -107 48'35",Broadcast,9,None,2900,11.2,0,875,A,47.2511,-107.804,None,Completed,None
5/3/2013,168790,45,Bureau of Land Management,MC,Rich ,"43 miles west of Jordan, Montana 47 14'54 X -107 48'35",Broadcast,9,None,2900,11.2,0,100,A,47.2511,-107.804,None,Completed,None
5/4/2013,168790,45,Bureau of Land Management,MC,Rich ,"43 miles west of Jordan, Montana 47 14'54 X -107 48'35",Broadcast,9,None,2900,11.2,0,900,A,47.2511,-107.804,None,Completed,None
5/5/2013,168790,45,Bureau of Land Management,MC,Rich ,"43 miles west of Jordan, Montana 47 14'54 X -107 48'35",Broadcast,9,None,2900,11.2,0,100,A,47.2511,-107.804,None,Completed,None
5/6/2013,168790,45,Bureau of Land Management,MC,Rich ,"43 miles west of Jordan, Montana 47 14'54 X -107 48'35",Broadcast,9,None,2900,11.2,0,900,A,47.2511,-107.804,None,Completed,None
5/7/2013,168790,45,Bureau of Land Management,MC,Rich ,"43 miles west of Jordan, Montana 47 14'54 X -107 48'35",Broadcast,9,None,2900,11.2,0,500,A,47.2511,-107.804,None,Completed,None
5/8/2013,168790,45,Bureau of Land Management,MC,Rich ,"43 miles west of Jordan, Montana 47 14'54 X -107 48'35",Broadcast,9,None,2900,11.2,0,875,A,47.2511,-107.804,None,Completed,None
5/9/2013,168790,45,Bureau of Land Management,MC,Rich ,"43 miles west of Jordan, Montana 47 14'54 X -107 48'35",Broadcast,9,None,2900,11.2,0,500,A,47.2511,-107.804,None,Completed,None
11/20/2013,160686,45,Bureau of Land Management,MSO,Garnet Ghost Town Pile,1 mile NE of Garnet Ghost Town,Other Mechanical,5,None,6200,10,0,1,A,46.8244,-113.323,None,Completed,None
11/20/2013,168294,45,Bureau of Land Management,MSO,Copper Creek Timber Sale,"Cooper Creek timber sale landings, southwest of Hall",Landings,5,None,5929,200,10,50,A,46.4938,-113.407,None,Completed,None
3/13/2014,168294,45,Bureau of Land Management,MSO,Copper Creek Timber Sale,"Cooper Creek timber sale landings, southwest of Hall",Landings,5,None,5929,200,0,20,A,46.4938,-113.407,None,Completed,None
4/13/2014,170495,45,Bureau of Land Management,LWT,Tin Can Unit E Rx,"Approx 13 mi. NE of Winnett, MT",Understory,9,None,3000,11.2,0,2363,A,47.1354,-108.122,None,Completed,None
4/14/2014,170495,45,Bureau of Land Management,LWT,Tin Can Unit E Rx,"Approx 13 mi. NE of Winnett, MT",Understory,9,None,3000,11.2,0,2363,A,47.1354,-108.122,None,Completed,None
4/15/2014,170495,45,Bureau of Land Management,LWT,Tin Can Unit E Rx,"Approx 13 mi. NE of Winnett, MT",Understory,9,None,3000,11.2,0,2363,A,47.1354,-108.122,None,Completed,None
4/19/2014,168790,45,Bureau of Land Management,MC,Rich ,"43 miles west of Jordan, Montana 47 14'54 X -107 48'35",Broadcast,9,None,2900,11.2,0,2400,A,47.2511,-107.804,None,Completed,None
4/20/2014,168790,45,Bureau of Land Management,MC,Rich ,"43 miles west of Jordan, Montana 47 14'54 X -107 48'35",Broadcast,9,None,2900,11.2,0,2400,A,47.2511,-107.804,None,Completed,None
4/21/2014,168790,45,Bureau of Land Management,MC,Rich ,"43 miles west of Jordan, Montana 47 14'54 X -107 48'35",Broadcast,9,None,2900,11.2,1875,2400,A,47.2511,-107.804,None,Completed,None
4/22/2014,170495,45,Bureau of Land Management,LWT,Tin Can Unit E Rx,"Approx 13 mi. NE of Winnett, MT",Understory,9,None,3000,11.2,0,2363,A,47.1354,-108.122,None,Completed,None
4/22/2014,168790,45,Bureau of Land Management,MC,Rich ,"43 miles west of Jordan, Montana 47 14'54 X -107 48'35",Broadcast,9,None,2900,11.2,0,2400,A,47.2511,-107.804,None,Completed,None
5/6/2014,170632,45,Bureau of Land Management,BUT,Alder Creek,"Alder Creek, 6 Miles west of Wise River",Dozer Piles,7,None,5700,50,0,1,A,45.8222,-113.03,None,Completed,None
5/14/2014,170532,45,Bureau of Land Management,MC,Needmore/Russell,"Township 1 North Range 59 East Section 24 8 miles southeast of Ekalaka, MT",Broadcast,10,None,3900,20.2,2,250,A,45.8082,-104.463,None,Completed,None
10/20/2014,170532,45,Bureau of Land Management,MC,Needmore/Russell,"Township 1 North Range 59 East Section 24 8 miles southeast of Ekalaka, MT",Broadcast,10,None,3900,20.2,100,100,A,45.8082,-104.463,None,Completed,None
11/12/2014,160686,45,Bureau of Land Management,MSO,Garnet Ghost Town Pile,1 mile NE of Garnet Ghost Town,Other Mechanical,5,None,6200,10,0,1,A,46.8244,-113.323,None,Completed,None
